,dep_delay
213173,12.0
213174,22.0
213175,96.0
213176,-14.0
213177,-5.0
213178,-12.0
213179,-10.0
213180,-6.0
213181,-15.0
213182,-8.0
213183,-7.0
213184,-15.0
213185,-4.0
213186,83.0
213187,-2.0
213188,-1.0
213189,-5.0
213190,-2.0
213191,-6.0
213192,29.0
213193,13.0
213194,-6.0
213195,-10.0
213196,-9.0
213197,-3.0
213198,4.0
213199,-10.0
213200,-1.0
213201,-5.0
213202,-8.0
213203,-7.0
213204,-7.0
213205,-6.0
213206,-4.0
213207,61.0
213208,-2.0
213209,83.0
213210,-7.0
213211,50.0
213212,61.0
213213,1.0
213214,38.0
213215,34.0
213216,-4.0
213217,71.0
213218,-8.0
213219,-7.0
213220,8.0
213221,67.0
213222,-5.0
213223,31.0
213224,17.0
213225,-12.0
213226,-12.0
213227,-4.0
213228,-2.0
213229,-2.0
213230,-2.0
213231,6.0
213232,-4.0
213233,61.0
213234,-8.0
213235,10.0
213236,-5.0
213237,-5.0
213238,38.0
213239,23.0
213240,-4.0
213241,-4.0
213242,32.0
213243,-5.0
213244,147.0
213245,-5.0
213246,-4.0
213247,-6.0
213248,-5.0
213249,73.0
213250,45.0
213251,25.0
213252,41.0
213253,1.0
213254,-17.0
213255,-12.0
213256,-6.0
213257,-16.0
213258,-7.0
213259,-7.0
213260,9.0
213261,-3.0
213262,-1.0
213263,-8.0
213264,-7.0
213265,-6.0
213266,-13.0
213267,-12.0
213268,-8.0
213269,-7.0
213270,-7.0
213271,-6.0
213272,-6.0
213273,-6.0
213274,-5.0
213275,-5.0
213276,-5.0
213277,-5.0
213278,-5.0
213279,-6.0
213280,-3.0
213281,-3.0
213282,-11.0
213283,-3.0
213284,-2.0
213285,-6.0
213286,-3.0
213287,0.0
213288,0.0
213289,-3.0
213290,-7.0
213291,-6.0
213292,-5.0
213293,0.0
213294,-4.0
213295,-1.0
213296,-4.0
213297,-2.0
213298,-6.0
213299,-7.0
213300,5.0
213301,11.0
213302,-3.0
213303,-8.0
213304,-8.0
213305,-7.0
213306,-7.0
213307,-7.0
213308,3.0
213309,-1.0
213310,-6.0
213311,-6.0
213312,-5.0
213313,1.0
213314,-4.0
213315,-4.0
213316,-2.0
213317,-6.0
213318,-1.0
213319,-1.0
213320,0.0
213321,-1.0
213322,2.0
213323,-6.0
213324,-5.0
213325,-9.0
213326,-2.0
213327,-2.0
213328,-4.0
213329,-4.0
213330,17.0
213331,-12.0
213332,-5.0
213333,-2.0
213334,-5.0
213335,-2.0
213336,-6.0
213337,-10.0
213338,-4.0
213339,-8.0
213340,-8.0
213341,-7.0
213342,-7.0
213343,-6.0
213344,-5.0
213345,-5.0
213346,-4.0
213347,-4.0
213348,-4.0
213349,-4.0
213350,-8.0
213351,-3.0
213352,-2.0
213353,27.0
213354,-2.0
213355,14.0
213356,-1.0
213357,0.0
213358,-9.0
213359,-8.0
213360,2.0
213361,-4.0
213362,-3.0
213363,-15.0
213364,14.0
213365,-2.0
213366,-5.0
213367,-9.0
213368,-7.0
213369,-7.0
213370,-5.0
213371,-8.0
213372,-4.0
213373,-8.0
213374,-6.0
213375,-6.0
213376,-3.0
213377,-4.0
213378,-2.0
213379,-8.0
213380,-3.0
213381,18.0
213382,-2.0
213383,0.0
213384,12.0
213385,-7.0
213386,6.0
213387,-7.0
213388,-2.0
213389,-10.0
213390,-6.0
213391,-1.0
213392,-2.0
213393,-15.0
213394,-1.0
213395,-1.0
213396,-6.0
213397,-4.0
213398,-6.0
213399,-12.0
213400,-7.0
213401,-3.0
213402,9.0
213403,-10.0
213404,-11.0
213405,-10.0
213406,0.0
213407,-10.0
213408,-1.0
213409,-11.0
213410,-5.0
213411,-6.0
213412,-7.0
213413,9.0
213414,-6.0
213415,-6.0
213416,-5.0
213417,-4.0
213418,-5.0
213419,-4.0
213420,-4.0
213421,-4.0
213422,1.0
213423,-3.0
213424,-7.0
213425,-2.0
213426,-2.0
213427,18.0
213428,-9.0
213429,-5.0
213430,-4.0
213431,-8.0
213432,-6.0
213433,-7.0
213434,-7.0
213435,-6.0
213436,-6.0
213437,-4.0
213438,-1.0
213439,5.0
213440,-12.0
213441,-3.0
213442,-5.0
213443,-5.0
213444,-5.0
213445,-8.0
213446,-8.0
213447,-1.0
213448,-7.0
213449,-2.0
213450,-7.0
213451,19.0
213452,-7.0
213453,-4.0
213454,-5.0
213455,-4.0
213456,-3.0
213457,-8.0
213458,-2.0
213459,-5.0
213460,-5.0
213461,0.0
213462,-3.0
213463,4.0
213464,-7.0
213465,-5.0
213466,153.0
213467,-9.0
213468,-12.0
213469,2.0
213470,-9.0
213471,-4.0
213472,-3.0
213473,-5.0
213474,6.0
213475,-8.0
213476,-4.0
213477,-4.0
213478,-1.0
213479,-1.0
213480,-10.0
213481,0.0
213482,5.0
213483,36.0
213484,32.0
213485,-8.0
213486,-8.0
213487,-7.0
213488,-1.0
213489,-6.0
213490,-5.0
213491,-4.0
213492,-3.0
213493,-4.0
213494,-4.0
213495,-4.0
213496,0.0
213497,-4.0
213498,-2.0
213499,-6.0
213500,-5.0
213501,-4.0
213502,13.0
213503,-8.0
213504,-7.0
213505,8.0
213506,-6.0
213507,-6.0
213508,-3.0
213509,-7.0
213510,-3.0
213511,-14.0
213512,9.0
213513,0.0
213514,-8.0
213515,-7.0
213516,-6.0
213517,-4.0
213518,2.0
213519,-2.0
213520,143.0
213521,-9.0
213522,-5.0
213523,-9.0
213524,2.0
213525,-7.0
213526,-7.0
213527,0.0
213528,6.0
213529,10.0
213530,0.0
213531,-7.0
213532,-7.0
213533,-6.0
213534,-10.0
213535,-4.0
213536,-11.0
213537,-8.0
213538,-8.0
213539,-8.0
213540,-7.0
213541,-6.0
213542,99.0
213543,59.0
213544,64.0
213545,-4.0
213546,-5.0
213547,-10.0
213548,0.0
213549,2.0
213550,-6.0
213551,9.0
213552,-4.0
213553,-10.0
213554,-10.0
213555,-4.0
213556,-6.0
213557,11.0
213558,-10.0
213559,-10.0
213560,1.0
213561,68.0
213562,17.0
213563,-10.0
213564,-5.0
213565,-10.0
213566,-9.0
213567,-8.0
213568,-3.0
213569,-5.0
213570,1.0
213571,0.0
213572,-5.0
213573,0.0
213574,30.0
213575,0.0
213576,1.0
213577,2.0
213578,24.0
213579,3.0
213580,-5.0
213581,-7.0
213582,0.0
213583,-10.0
213584,-2.0
213585,-13.0
213586,-6.0
213587,-4.0
213588,-8.0
213589,-7.0
213590,-5.0
213591,1.0
213592,-4.0
213593,2.0
213594,-3.0
213595,-1.0
213596,29.0
213597,0.0
213598,0.0
213599,-6.0
213600,-4.0
213601,161.0
213602,1.0
213603,-7.0
213604,14.0
213605,-9.0
213606,98.0
213607,5.0
213608,-12.0
213609,0.0
213610,-1.0
213611,21.0
213612,-6.0
213613,3.0
213614,-7.0
213615,0.0
213616,-6.0
213617,64.0
213618,31.0
213619,-2.0
213620,9.0
213621,-5.0
213622,-5.0
213623,33.0
213624,-10.0
213625,-10.0
213626,0.0
213627,26.0
213628,-9.0
213629,-2.0
213630,-7.0
213631,-6.0
213632,-1.0
213633,-12.0
213634,-3.0
213635,-3.0
213636,-2.0
213637,-2.0
213638,-7.0
213639,-11.0
213640,-8.0
213641,6.0
213642,0.0
213643,-4.0
213644,5.0
213645,5.0
213646,0.0
213647,0.0
213648,29.0
213649,-6.0
213650,-5.0
213651,12.0
213652,67.0
213653,-3.0
213654,-6.0
213655,-10.0
213656,-4.0
213657,-6.0
213658,-8.0
213659,-6.0
213660,-5.0
213661,27.0
213662,-3.0
213663,-3.0
213664,24.0
213665,-5.0
213666,0.0
213667,32.0
213668,2.0
213669,-7.0
213670,-5.0
213671,91.0
213672,-7.0
213673,-7.0
213674,-3.0
213675,-12.0
213676,-4.0
213677,-1.0
213678,5.0
213679,-4.0
213680,-7.0
213681,-3.0
213682,-6.0
213683,-5.0
213684,-5.0
213685,-5.0
213686,-2.0
213687,-3.0
213688,67.0
213689,10.0
213690,69.0
213691,-9.0
213692,16.0
213693,-4.0
213694,7.0
213695,9.0
213696,39.0
213697,29.0
213698,-6.0
213699,0.0
213700,40.0
213701,-7.0
213702,-4.0
213703,-7.0
213704,23.0
213705,14.0
213706,-4.0
213707,14.0
213708,-3.0
213709,-3.0
213710,-2.0
213711,0.0
213712,1.0
213713,2.0
213714,3.0
213715,11.0
213716,-4.0
213717,-10.0
213718,-3.0
213719,-6.0
213720,-7.0
213721,0.0
213722,-1.0
213723,15.0
213724,-2.0
213725,-2.0
213726,-8.0
213727,-7.0
213728,-3.0
213729,24.0
213730,-10.0
213731,3.0
213732,-3.0
213733,-6.0
213734,-2.0
213735,-6.0
213736,-5.0
213737,-3.0
213738,9.0
213739,-4.0
213740,-10.0
213741,31.0
213742,-12.0
213743,15.0
213744,76.0
213745,7.0
213746,-11.0
213747,-6.0
213748,0.0
213749,80.0
213750,20.0
213751,-6.0
213752,-4.0
213753,-1.0
213754,0.0
213755,-5.0
213756,-8.0
213757,-3.0
213758,4.0
213759,-3.0
213760,-5.0
213761,-1.0
213762,-2.0
213763,-10.0
213764,21.0
213765,-5.0
213766,-2.0
213767,-3.0
213768,-8.0
213769,39.0
213770,-1.0
213771,-5.0
213772,-6.0
213773,-2.0
213774,-5.0
213775,-1.0
213776,11.0
213777,-4.0
213778,-7.0
213779,-7.0
213780,-6.0
213781,-4.0
213782,11.0
213783,-2.0
213784,-9.0
213785,-6.0
213786,-2.0
213787,-1.0
213788,24.0
213789,-6.0
213790,-6.0
213791,-5.0
213792,-1.0
213793,-11.0
213794,0.0
213795,-4.0
213796,-3.0
213797,2.0
213798,-8.0
213799,7.0
213800,-2.0
213801,9.0
213802,-6.0
213803,5.0
213804,0.0
213805,2.0
213806,-4.0
213807,3.0
213808,-2.0
213809,4.0
213810,-6.0
213811,7.0
213812,-4.0
213813,6.0
213814,-1.0
213815,23.0
213816,19.0
213817,37.0
213818,-1.0
213819,-5.0
213820,6.0
213821,20.0
213822,0.0
213823,-8.0
213824,23.0
213825,-2.0
213826,-2.0
213827,-2.0
213828,14.0
213829,-7.0
213830,30.0
213831,-8.0
213832,-8.0
213833,2.0
213834,-7.0
213835,-5.0
213836,-10.0
213837,-3.0
213838,-2.0
213839,-2.0
213840,-1.0
213841,0.0
213842,-4.0
213843,-5.0
213844,7.0
213845,3.0
213846,5.0
213847,-5.0
213848,-3.0
213849,-2.0
213850,-2.0
213851,-6.0
213852,-6.0
213853,-6.0
213854,6.0
213855,-1.0
213856,-6.0
213857,83.0
213858,-2.0
213859,16.0
213860,-5.0
213861,-5.0
213862,-4.0
213863,-5.0
213864,-4.0
213865,1.0
213866,177.0
213867,-6.0
213868,10.0
213869,0.0
213870,0.0
213871,-5.0
213872,3.0
213873,392.0
213874,3.0
213875,-11.0
213876,-1.0
213877,-5.0
213878,-9.0
213879,17.0
213880,-7.0
213881,-1.0
213882,-6.0
213883,-5.0
213884,37.0
213885,-8.0
213886,17.0
213887,-2.0
213888,19.0
213889,18.0
213890,5.0
213891,-5.0
213892,20.0
213893,21.0
213894,5.0
213895,-4.0
213896,72.0
213897,-2.0
213898,-7.0
213899,0.0
213900,1.0
213901,-10.0
213902,2.0
213903,-8.0
213904,-1.0
213905,-7.0
213906,2.0
213907,-2.0
213908,-5.0
213909,25.0
213910,0.0
213911,16.0
213912,22.0
213913,69.0
213914,-7.0
213915,-17.0
213916,-6.0
213917,56.0
213918,11.0
213919,-8.0
213920,136.0
213921,12.0
213922,-12.0
213923,-4.0
213924,-1.0
213925,-8.0
213926,-11.0
213927,3.0
213928,-1.0
213929,-1.0
213930,15.0
213931,-9.0
213932,-7.0
213933,-6.0
213934,0.0
213935,-5.0
213936,-4.0
213937,-4.0
213938,-3.0
213939,-7.0
213940,0.0
213941,-6.0
213942,0.0
213943,2.0
213944,2.0
213945,-7.0
213946,7.0
213947,-10.0
213948,-7.0
213949,-11.0
213950,-1.0
213951,10.0
213952,10.0
213953,0.0
213954,12.0
213955,0.0
213956,-9.0
213957,2.0
213958,3.0
213959,-4.0
213960,8.0
213961,-2.0
213962,-2.0
213963,4.0
213964,104.0
213965,20.0
213966,37.0
213967,6.0
213968,-8.0
213969,-3.0
213970,-8.0
213971,25.0
213972,22.0
213973,-9.0
213974,-9.0
213975,-3.0
213976,-3.0
213977,3.0
213978,-7.0
213979,62.0
213980,-6.0
213981,0.0
213982,-5.0
213983,19.0
213984,2.0
213985,-4.0
213986,-1.0
213987,-1.0
213988,-1.0
213989,24.0
213990,11.0
213991,253.0
213992,-7.0
213993,1.0
213994,9.0
213995,-9.0
213996,-2.0
213997,21.0
213998,0.0
213999,-5.0
214000,-5.0
214001,17.0
214002,-7.0
214003,0.0
214004,-10.0
214005,-3.0
214006,33.0
214007,24.0
214008,-7.0
214009,1.0
214010,-7.0
214011,14.0
214012,3.0
214013,5.0
214014,-8.0
214015,1.0
214016,-7.0
214017,9.0
214018,-1.0
214019,165.0
214020,-4.0
214021,0.0
214022,-7.0
214023,-12.0
214024,5.0
214025,-8.0
214026,-7.0
214027,-7.0
214028,-4.0
214029,10.0
214030,-5.0
214031,-5.0
214032,-4.0
214033,-4.0
214034,-9.0
214035,26.0
214036,-2.0
214037,24.0
214038,0.0
214039,-4.0
214040,6.0
214041,-15.0
214042,-10.0
214043,-3.0
214044,-5.0
214045,16.0
214046,-3.0
214047,-11.0
214048,-10.0
214049,30.0
214050,-8.0
214051,-12.0
214052,-7.0
214053,-9.0
214054,-10.0
214055,-8.0
214056,-2.0
214057,-11.0
214058,-1.0
214059,4.0
214060,-6.0
214061,30.0
214062,-5.0
214063,27.0
214064,-7.0
214065,-2.0
214066,59.0
214067,-6.0
214068,-1.0
214069,-1.0
214070,-5.0
214071,-1.0
214072,-6.0
214073,-5.0
214074,31.0
214075,-6.0
214076,5.0
214077,71.0
214078,71.0
214079,-14.0
214080,13.0
214081,15.0
214082,52.0
214083,19.0
214084,-1.0
214085,61.0
214086,28.0
214087,18.0
214088,-13.0
214089,-3.0
214090,14.0
214091,9.0
214092,-4.0
214093,-10.0
214094,26.0
214095,-3.0
214096,-13.0
214097,-4.0
214098,-2.0
214099,-1.0
214100,0.0
214101,-5.0
214102,-5.0
214103,1.0
214104,1.0
214105,2.0
214106,-5.0
214107,3.0
214108,5.0
214109,1.0
214110,2.0
214111,0.0
214112,-3.0
214113,-1.0
214114,-5.0
214115,2.0
214116,7.0
214117,-5.0
214118,-11.0
214119,-9.0
214120,0.0
214121,-9.0
214122,1.0
214123,-4.0
214124,-3.0
214125,27.0
214126,-1.0
214127,-8.0
214128,1.0
214129,2.0
214130,3.0
214131,-2.0
214132,-10.0
214133,4.0
214134,8.0
214135,-2.0
214136,-7.0
214137,-9.0
214138,14.0
214139,16.0
214140,-11.0
214141,-11.0
214142,-10.0
214143,-10.0
214144,-9.0
214145,-7.0
214146,-8.0
214147,-7.0
214148,-5.0
214149,-9.0
214150,-14.0
214151,-2.0
214152,-4.0
214153,-4.0
214154,-9.0
214155,11.0
214156,10.0
214157,42.0
214158,48.0
214159,19.0
214160,-1.0
214161,-10.0
214162,-9.0
214163,-9.0
214164,-15.0
214165,-9.0
214166,-7.0
214167,-7.0
214168,23.0
214169,-6.0
214170,24.0
214171,60.0
214172,-5.0
214173,-4.0
214174,32.0
214175,33.0
214176,0.0
214177,6.0
214178,-8.0
214179,-9.0
214180,113.0
214181,-6.0
214182,10.0
214183,-5.0
214184,0.0
214185,11.0
214186,-5.0
214187,-8.0
214188,20.0
214189,21.0
214190,-9.0
214191,-8.0
214192,-1.0
214193,1.0
214194,8.0
214195,-5.0
214196,-3.0
214197,-7.0
214198,-7.0
214199,-2.0
214200,-7.0
214201,-6.0
214202,22.0
214203,-6.0
214204,18.0
214205,43.0
214206,-7.0
214207,-10.0
214208,126.0
214209,-7.0
214210,-3.0
214211,-8.0
214212,-4.0
214213,28.0
214214,-10.0
214215,215.0
214216,-11.0
214217,-9.0
214218,85.0
214219,77.0
214220,209.0
214221,39.0
214222,148.0
214223,167.0
214224,113.0
214225,-6.0
214226,3.0
214227,-5.0
214228,-4.0
214229,-4.0
214230,-8.0
214231,-7.0
214232,-7.0
214233,-6.0
214234,-6.0
214235,-9.0
214236,-6.0
214237,-5.0
214238,-5.0
214239,-12.0
214240,-4.0
214241,-4.0
214242,-4.0
214243,-8.0
214244,-2.0
214245,-1.0
214246,-1.0
214247,-6.0
214248,0.0
214249,0.0
214250,0.0
214251,-6.0
214252,-5.0
214253,-5.0
214254,5.0
214255,5.0
214256,1.0
214257,-4.0
214258,-7.0
214259,-3.0
214260,6.0
214261,-4.0
214262,-9.0
214263,-7.0
214264,-7.0
214265,-4.0
214266,-7.0
214267,-6.0
214268,-10.0
214269,1.0
214270,-8.0
214271,-7.0
214272,-5.0
214273,-6.0
214274,-6.0
214275,-1.0
214276,-6.0
214277,-5.0
214278,11.0
214279,-5.0
214280,-5.0
214281,-3.0
214282,-6.0
214283,-3.0
214284,-2.0
214285,17.0
214286,-2.0
214287,-2.0
214288,-5.0
214289,4.0
214290,2.0
214291,-7.0
214292,-6.0
214293,-3.0
214294,-7.0
214295,-6.0
214296,-5.0
214297,-3.0
214298,0.0
214299,5.0
214300,-3.0
214301,-7.0
214302,1.0
214303,-10.0
214304,-10.0
214305,-9.0
214306,-8.0
214307,-8.0
214308,-7.0
214309,-8.0
214310,-7.0
214311,-6.0
214312,0.0
214313,-4.0
214314,-4.0
214315,7.0
214316,-3.0
214317,-2.0
214318,-2.0
214319,-11.0
214320,-1.0
214321,0.0
214322,0.0
214323,-5.0
214324,-6.0
214325,54.0
214326,5.0
214327,-6.0
214328,-1.0
214329,-9.0
214330,16.0
214331,5.0
214332,0.0
214333,-3.0
214334,-7.0
214335,-7.0
214336,-9.0
214337,-9.0
214338,-3.0
214339,17.0
214340,-3.0
214341,-7.0
214342,-8.0
214343,-4.0
214344,-1.0
214345,-3.0
214346,-4.0
214347,-6.0
214348,-1.0
214349,-10.0
214350,-10.0
214351,1.0
214352,1.0
214353,1.0
214354,-6.0
214355,-9.0
214356,-5.0
214357,-3.0
214358,-3.0
214359,-1.0
214360,-3.0
214361,-3.0
214362,-6.0
214363,-7.0
214364,15.0
214365,-11.0
214366,-9.0
214367,-5.0
214368,-3.0
214369,-8.0
214370,-11.0
214371,-2.0
214372,-6.0
214373,-10.0
214374,-2.0
214375,-7.0
214376,-12.0
214377,-7.0
214378,-1.0
214379,-8.0
214380,-7.0
214381,23.0
214382,-6.0
214383,-6.0
214384,-5.0
214385,-4.0
214386,-3.0
214387,-4.0
214388,-3.0
214389,58.0
214390,-3.0
214391,-3.0
214392,-10.0
214393,-7.0
214394,-5.0
214395,-14.0
214396,-9.0
214397,2.0
214398,7.0
214399,-6.0
214400,-7.0
214401,-1.0
214402,-5.0
214403,-8.0
214404,-6.0
214405,-6.0
214406,4.0
214407,-4.0
214408,-3.0
214409,-3.0
214410,14.0
214411,-11.0
214412,-7.0
214413,-5.0
214414,-10.0
214415,-8.0
214416,-4.0
214417,-8.0
214418,-8.0
214419,-8.0
214420,-7.0
214421,-2.0
214422,-10.0
214423,-3.0
214424,-4.0
214425,-7.0
214426,3.0
214427,-3.0
214428,-2.0
214429,-2.0
214430,0.0
214431,-4.0
214432,-3.0
214433,3.0
214434,-7.0
214435,-6.0
214436,0.0
214437,-9.0
214438,-7.0
214439,-3.0
214440,1.0
214441,22.0
214442,0.0
214443,-9.0
214444,-5.0
214445,-5.0
214446,-6.0
214447,-3.0
214448,-3.0
214449,10.0
214450,-12.0
214451,-3.0
214452,-9.0
214453,-9.0
214454,-8.0
214455,53.0
214456,-6.0
214457,-6.0
214458,-5.0
214459,4.0
214460,-1.0
214461,-5.0
214462,-6.0
214463,-3.0
214464,-2.0
214465,-2.0
214466,-9.0
214467,-11.0
214468,-7.0
214469,-3.0
214470,-7.0
214471,-5.0
214472,4.0
214473,3.0
214474,-6.0
214475,0.0
214476,-5.0
214477,-5.0
214478,-4.0
214479,-7.0
214480,-5.0
214481,56.0
214482,-9.0
214483,-9.0
214484,-8.0
214485,4.0
214486,-5.0
214487,-5.0
214488,-4.0
214489,-4.0
214490,-2.0
214491,51.0
214492,-8.0
214493,-8.0
214494,-1.0
214495,-4.0
214496,-2.0
214497,-2.0
214498,-5.0
214499,-1.0
214500,55.0
214501,-4.0
214502,-6.0
214503,-10.0
214504,-5.0
214505,-4.0
214506,-7.0
214507,-7.0
214508,-8.0
214509,-9.0
214510,-5.0
214511,-5.0
214512,-4.0
214513,-4.0
214514,-2.0
214515,-3.0
214516,-12.0
214517,4.0
214518,0.0
214519,31.0
214520,-6.0
214521,50.0
214522,5.0
214523,-4.0
214524,-5.0
214525,-6.0
214526,-8.0
214527,-7.0
214528,-7.0
214529,-2.0
214530,-10.0
214531,-1.0
214532,-5.0
214533,-8.0
214534,-8.0
214535,-2.0
214536,-6.0
214537,-4.0
214538,-4.0
214539,-5.0
214540,-3.0
214541,-3.0
214542,-3.0
214543,0.0
214544,-6.0
214545,-2.0
214546,-7.0
214547,5.0
214548,143.0
214549,-4.0
214550,-6.0
214551,-8.0
214552,7.0
214553,-8.0
214554,-7.0
214555,-7.0
214556,-7.0
214557,0.0
214558,-9.0
214559,-3.0
214560,-1.0
214561,5.0
214562,-4.0
214563,-6.0
214564,-7.0
214565,3.0
214566,-15.0
214567,10.0
214568,-4.0
214569,0.0
214570,75.0
214571,21.0
214572,-3.0
214573,-3.0
214574,19.0
214575,-9.0
214576,-4.0
214577,-2.0
214578,-1.0
214579,-6.0
214580,5.0
214581,-10.0
214582,16.0
214583,-1.0
214584,58.0
214585,10.0
214586,-7.0
214587,-2.0
214588,-8.0
214589,-7.0
214590,-9.0
214591,-1.0
214592,-7.0
214593,-6.0
214594,-4.0
214595,-5.0
214596,-3.0
214597,-4.0
214598,-3.0
214599,-1.0
214600,92.0
214601,-2.0
214602,3.0
214603,-1.0
214604,-3.0
214605,27.0
214606,7.0
214607,-2.0
214608,-7.0
214609,13.0
214610,-2.0
214611,22.0
214612,0.0
214613,13.0
214614,23.0
214615,20.0
214616,-3.0
214617,4.0
214618,109.0
214619,-10.0
214620,85.0
214621,16.0
214622,24.0
214623,-4.0
214624,-2.0
214625,13.0
214626,0.0
214627,30.0
214628,8.0
214629,-1.0
214630,9.0
214631,-3.0
214632,-1.0
214633,3.0
214634,-4.0
214635,-4.0
214636,1.0
214637,-9.0
214638,2.0
214639,-4.0
214640,18.0
214641,50.0
214642,-3.0
214643,-2.0
214644,-2.0
214645,-1.0
214646,-1.0
214647,-1.0
214648,-4.0
214649,18.0
214650,25.0
214651,-3.0
214652,21.0
214653,39.0
214654,15.0
214655,0.0
214656,-7.0
214657,14.0
214658,24.0
214659,-3.0
214660,181.0
214661,-3.0
214662,27.0
214663,19.0
214664,34.0
214665,41.0
214666,-3.0
214667,-6.0
214668,18.0
214669,-2.0
214670,-1.0
214671,-4.0
214672,26.0
214673,-12.0
214674,6.0
214675,4.0
214676,15.0
214677,-4.0
214678,45.0
214679,49.0
214680,50.0
214681,35.0
214682,20.0
214683,34.0
214684,25.0
214685,53.0
214686,-6.0
214687,106.0
214688,97.0
214689,-1.0
214690,-11.0
214691,5.0
214692,16.0
214693,-10.0
214694,5.0
214695,59.0
214696,18.0
214697,-5.0
214698,35.0
214699,-3.0
214700,-2.0
214701,88.0
214702,8.0
214703,-1.0
214704,-7.0
214705,129.0
214706,-2.0
214707,-5.0
214708,42.0
214709,7.0
214710,43.0
214711,-1.0
214712,41.0
214713,2.0
214714,14.0
214715,53.0
214716,6.0
214717,-6.0
214718,45.0
214719,15.0
214720,18.0
214721,26.0
214722,-1.0
214723,27.0
214724,12.0
214725,94.0
214726,204.0
214727,190.0
214728,38.0
214729,-3.0
214730,28.0
214731,2.0
214732,26.0
214733,5.0
214734,6.0
214735,7.0
214736,24.0
214737,11.0
214738,47.0
214739,39.0
214740,60.0
214741,2.0
214742,38.0
214743,20.0
214744,10.0
214745,25.0
214746,-7.0
214747,-1.0
214748,12.0
214749,29.0
214750,50.0
214751,75.0
214752,86.0
214753,78.0
214754,213.0
214755,75.0
214756,16.0
214757,31.0
214758,19.0
214759,155.0
214760,0.0
214761,57.0
214762,112.0
214763,29.0
214764,7.0
214765,9.0
214766,105.0
214767,11.0
214768,57.0
214769,213.0
214770,14.0
214771,6.0
214772,53.0
214773,41.0
214774,190.0
214775,55.0
214776,60.0
214777,66.0
214778,106.0
214779,33.0
214780,108.0
214781,203.0
214782,-6.0
214783,171.0
214784,132.0
214785,23.0
214786,93.0
214787,-1.0
214788,-5.0
214789,56.0
214790,255.0
214791,21.0
214792,6.0
214793,-2.0
214794,-1.0
214795,-2.0
214796,24.0
214797,27.0
214798,8.0
214799,-3.0
214800,0.0
214801,42.0
214802,39.0
214803,99.0
214804,129.0
214805,42.0
214806,127.0
214807,27.0
214808,171.0
214809,17.0
214810,-8.0
214811,-4.0
214812,22.0
214813,137.0
214814,8.0
214815,24.0
214816,-5.0
214817,217.0
214818,30.0
214819,31.0
214820,-3.0
214821,153.0
214822,59.0
214823,45.0
214824,272.0
214825,214.0
214826,92.0
214827,244.0
214828,-1.0
214829,176.0
214830,9.0
214831,61.0
214832,51.0
214833,178.0
214834,4.0
214835,196.0
214836,251.0
214837,33.0
214838,47.0
214839,82.0
214840,276.0
214841,20.0
214842,1.0
214843,11.0
214844,16.0
214845,199.0
214846,18.0
214847,114.0
214848,224.0
214849,236.0
214850,176.0
214851,9.0
214852,108.0
214853,124.0
214854,121.0
214855,1.0
214856,187.0
214857,80.0
214858,123.0
214859,151.0
214860,187.0
214861,151.0
214862,102.0
214863,117.0
214864,-2.0
214865,160.0
214866,18.0
214867,144.0
214868,15.0
214869,264.0
214870,81.0
214871,22.0
214872,47.0
214873,67.0
214874,289.0
214875,13.0
214876,0.0
214877,22.0
214878,117.0
214879,237.0
214880,144.0
214881,55.0
214882,-6.0
214883,180.0
214884,12.0
214885,146.0
214886,120.0
214887,87.0
214888,3.0
214889,219.0
214890,70.0
214891,230.0
214892,212.0
214893,124.0
214894,64.0
214895,291.0
214896,82.0
214897,63.0
214898,99.0
214899,4.0
214900,9.0
214901,-5.0
214902,182.0
214903,0.0
214904,89.0
214905,-8.0
214906,104.0
214907,206.0
214908,-8.0
214909,48.0
214910,131.0
214911,13.0
214912,194.0
214913,49.0
214914,109.0
214915,25.0
214916,1.0
214917,67.0
214918,38.0
214919,23.0
214920,129.0
214921,111.0
214922,80.0
214923,56.0
214924,291.0
214925,-3.0
214926,119.0
214927,249.0
214928,122.0
214929,56.0
214930,-2.0
214931,-4.0
214932,66.0
214933,101.0
214934,241.0
214935,7.0
214936,95.0
214937,255.0
214938,6.0
214939,67.0
214940,73.0
214941,-2.0
214942,43.0
214943,10.0
214944,15.0
214945,52.0
214946,57.0
214947,106.0
214948,272.0
214949,68.0
214950,79.0
214951,105.0
214952,232.0
214953,122.0
214954,20.0
214955,146.0
214956,200.0
214957,32.0
214958,162.0
214959,145.0
214960,2.0
214961,0.0
214962,67.0
214963,26.0
214964,0.0
214965,230.0
214966,10.0
214967,281.0
214968,-7.0
214969,69.0
214970,214.0
214971,289.0
214972,146.0
214973,6.0
214974,197.0
214975,115.0
214976,15.0
214977,45.0
214978,68.0
214979,11.0
214980,170.0
214981,110.0
214982,180.0
214983,48.0
214984,18.0
214985,86.0
214986,38.0
214987,95.0
214988,164.0
214989,63.0
214990,88.0
214991,-3.0
214992,152.0
214993,18.0
214994,59.0
214995,58.0
214996,83.0
214997,-1.0
214998,0.0
214999,-7.0
215000,205.0
215001,31.0
215002,102.0
215003,64.0
215004,14.0
215005,124.0
215006,5.0
215007,151.0
215008,113.0
215009,219.0
215010,68.0
215011,-6.0
215012,-2.0
215013,36.0
215014,159.0
215015,45.0
215016,10.0
215017,216.0
