arxiv_id,category,field,title,abstract
2606.26330v1,cond-mat.mtrl-sci,Materials Science,Nanoscale Phase Distribution Governs Exchange Bias in Multiphase Magnetic Nanoparticles,"Exchange bias at ferromagnet-antiferromagnet interfaces underpins magnetic memory, spintronic devices, and nanoscale electromagnetic technologies, yet its behaviour in complex nanoscale heterostructures remains poorly understood. Here we uncover how exchange bias emerges in functional multiphase metal-oxide nanoparticles by combining gas-phase synthesis, advanced magnetic characterisation, and first-principles-informed spin-dynamics simulations. Using Ni-Cr/NiO nanoparticles as a model system, we show that exchange bias is governed not simply by the presence of ferromagnetic and antiferromagnetic phases, but critically by their nanoscale spatial distribution and interfacial topology. At 10 K, significant negative exchange bias (0.8 kOe) and coercivity enhancement (1.4 kOe) was exhibited; both decreased due to either Cr-segregation (at low Cr content) or to Cr accumulation inside the core (at high Cr content). The resulting competition between magnetic phases produces a temperature-driven inversion from negative to positive exchange bias and a crossover from exchange-dominated to dipolar interactions. By linking density-functional-theory calculations directly to spin-dynamics simulations of nanoparticle ensembles, we establish a predictive framework for designing exchange-coupled nanomagnets capable of operating beyond the superparamagnetic limit."
2606.26269v1,cond-mat.mtrl-sci,Materials Science,Challenging the $p$-type Paradigm: Intrinsic $n$-type Mobility in Antiferromagnetic Cr$_2$O$_3$,"Chromium oxide (Cr$_2$O$_3$) is widely considered a $p$-type transparent conducting oxide despite ongoing debate regarding its intrinsic transport character. Here, we resolve this question by computing phonon-limited electron and hole mobilities using the ab initio Boltzmann transport equation. We find that electron mobility systematically exceeds hole mobility over a wide temperature range, demonstrating that Cr$_2$O$_3$ is intrinsically $n$-type. Analysis of scattering mechanisms reveals that scattering with phonons affects electrons and holes similarly, and that the mobility asymmetry originates from the electronic structure, namely the larger effective mass and multi-valley character of the valence band. The intrinsic $n$-type character, combined with moderate hole mobility, enables bipolar transport and revises the role of Cr$_2$O$_3$ in transparent electronics. Additionally, our results on mobility complement previous studies on defect formation indicating that the commonly observed $p$-type behavior is extrinsic. These insights provide a complete chemical-transport paradigm for Cr$_2$O$_3$, re-evaluating its role in functional transparent electronic and magneto-optoelectronic applications"
2606.26258v1,cond-mat.mtrl-sci,Materials Science,New Superconductors in the PtPb$_3$Bi Structure Type,"The quest for new superconductors is of both fundamental and technological importance. Recently, an artificial intelligence method correctly predicted PtPb$_3$Bi to be a superconductor. In this work, we find superconductivity in the newly synthesized $M$Pb$_{4-x}$Bi$_x$ ($M$ = Au, Pd, and Rh), of which PtPb$_3$Bi is a member. When $M$ = Ni, whose radius is considerably smaller, the structure instead collapses into the different, Pb-substituted NiBi$_3$ type. Interestingly, the stoichiometric parameter $x$ shifts across the three compounds to keep the total valence electron count close to 20 per formula unit. The superconducting transitions occur at 4.9, 4.2, and 3.4 K, for $M$ = Au, Pd, and Rh, respectively. Using electrical resistivity, magnetization, and specific heat measurements, we establish the bulk nature of the superconducting state and determine the critical fields, characteristic length scales, and anisotropy ratios. All three compounds are moderately anisotropic type-II superconductors, with modest upper critical field anisotropies of $H_{c2}^{\parallel c}/H_{c2}^{\perp c} \approx 1.2$ to $1.5$. These results establish $M$Pb$_{4-x}$Bi$_x$ as a family of anisotropic superconductors and a platform for studying how site disorder and Pb-Bi mixing govern superconductivity in heavy-element intermetallics."
2606.26239v1,cond-mat.mtrl-sci,Materials Science,Anomalous Hall viscosity of altermagnets,"We show that the phonon Hall viscosity at zero magnetic field is a natural probe of altermagnetism. First, we demonstrate that the finite elements of the Hall viscosity tensor unambiguously distinguish altermagnets from ferromagnets and conventional antiferromagnets. We then microscopically compute the Hall viscosity in models for d-wave and g-wave altermagnets, and find a strong sensitivity to electronic spectrum features such as gapped Dirac points and Lifshitz transitions. This sensitivity reflects a strain-space Berry curvature monopole, which contrast to the multipolar character of the standard momentum-space Berry curvature in altermagnets. Since the Hall viscosity can be probed experimentally through magneto-acoustic measurements, it provides a compelling method to probe the broken symmetries and topology of insulating altermagnets."
2606.26067v1,cond-mat.mtrl-sci,Materials Science,Strong photogalvanic effect in Weyl materials due to magnetic resonances,"We study the photogalvanic effect in Weyl semimetals under a magnetic field, focusing on the shift current. Using the Kubo formalism for an ideal, clean Weyl node at zero temperature, we derive a general analytic expression valid for arbitrary light frequency, Fermi energy, and magnetic field strength. We identify a series of resonances that can be probed experimentally. To complement the microscopic analysis, we employ the semiclassical Boltzmann approach, which allows us to incorporate finite scattering phenomenologically. Unlike most previous studies using this method, we do not treat the magnetic field perturbatively; instead, we solve the Boltzmann equation for a Weyl node exactly within the limits of validity of the semiclassical theory. Our solution reproduces the low-frequency resonances and elucidates the role of finite scattering."
2606.26063v1,cond-mat.mtrl-sci,Materials Science,Quantum Back-Action Expands the Excitonic Hilbert Space in a Soft Polar Semiconductor,"Electronic excitations in solids are commonly described within a hierarchy in which the excitonic Hamiltonian is defined first and the lattice acts later through renormalization, relaxation, and dephasing. This picture assumes that the optically accessible excitonic manifold is already present at the moment of photoexcitation. Here we show that this assumption fails in a soft polar semiconductor. Using femtosecond coherent multidimensional spectroscopy on lead-halide perovskite nanocrystals, we observe quantum back-action between an electronic excitation and a collective lattice-polarization field that expands the excitonic Hilbert space in real time. The optical pulse first prepares an excitonic polarization, X1. A second configuration, X2, emerges only after the polaron field develops, while coherent X1-X2 coupling appears at later times. State formation and coherence formation are therefore resolved as distinct stages of quasiparticle formation. In contrast, CdSe quantum dots exhibit the conventional limit in which excitonic states and couplings are present at time zero and are only weakly perturbed by phonons. The observed diagonal and anti-diagonal splittings increase with nanocrystal size and correlate with radiative oscillator strength, opposite to expectations from simple quantum confinement. A dynamical polaron-field model describes the lattice polarization as an order parameter that expands the optically accessible manifold and generates time-dependent coherent coupling. These results show that strong system-bath coupling can actively create excitonic states and the coherent manifold in which they evolve."
2606.26023v1,cond-mat.mtrl-sci,Materials Science,Epitaxial Strain Activates Altermagnetic Spin-Splitting Torques in RuO2(100),"The altermagnetic nature of rutile RuO2 remains under active debate: bulk measurements indicate a nearly nonmagnetic ground state, whereas thin-film studies have reported symmetry-dependent transport signatures consistent with altermagnetism. Here, we provide experimental evidence that altermagnetic spin splitting in RuO2 is a strain-stabilized emergent state rather than an intrinsic bulk property. Angular-resolved spin-torque measurements reveal a symmetry-selected spin Hall response characteristic of altermagnetic spin splitting, which is strongest in the strained regime but progressively suppressed as the lattice relaxes toward the bulk limit. Complementary magnetic measurements further reveal enhanced coercivity and exchange-bias behavior exclusively in strained films, indicating the emergence of a strain-stabilized magnetic state. First-principles calculations reproduce the strain-dependent evolution of the Neel order and spin-split electronic structure, supporting the experimental observations. Together, these results establish altermagnetic spin splitting in RuO2 as a strain-stabilized emergent state and provide a unified explanation for the long-standing discrepancy between bulk and thin-film observations."
2606.26019v1,cond-mat.mtrl-sci,Materials Science,Primary damage and mechanical degradation of WTaCrV refractory high-entropy alloy: effects of solid-solution and chemical ordering,"As advanced nuclear reactors demand novel irradiation-tolerant materials, this study investigates the radiation damage and mechanical degradation of the promising WTaCrV refractory high-entropy alloy (RHEA). To isolate complex nanoscale chemical effects, we propose an atomistic modeling strategy comparing Average-Atom (AA), random solid-solution (RSS), and local chemical order (LCO) configurations using newly developed interatomic potentials. Collision cascades simulations reveal that the number of Frenkel pairs follow NRSS > NLCO > NAA at the same radiation dose. While the RSS effect accelerates defect generation due to rugged energy landscapes, LCO enhances lattice cohesion to mitigate radiation damage. Despite more primary defects in the RSS and LCO configurations compared with the AA configurations, the RSS and LCO effects can suppress radiation-induced mechanical degradation. Irradiation severely degrade the homogenized AA model but exert a limited impact on the strength and flow stress of the RSS and LCO models. This exceptional resistance is driven by inherent lattice distortion resulting from interactions among different alloy elements, which outweighs point defect induced lattice disruptions. Moreover, the complex interactions between deformation twins and point defects cause confined plastic flow, elevating flow stress in the RSS and LCO models. The findings provide atomistic guidance for performance assessment of next-generation structural materials for extreme nuclear environments."
2606.25999v1,cond-mat.mtrl-sci,Materials Science,Residual orbital magnetization governs the anomalous Hall effect in altermagnets,"In altermagnets that exhibit anomalous Hall effect, the small remanent magnetization exists but has been treated as too small to be relevant to the Hall response. In this work, we point out that this dismissal is incomplete because the generalized Středa relation ties the intrinsic anomalous Hall conductivity ($σ_{xy}$) to the orbital magnetization ($M_z$, the topological component from the modern orbital magnetization) by $σ_{xy}=-e\frac{\partial M_z}{\partial μ}$. We reveal a microscopic mechanism to generate net orbital moment from the interplay of local crystal field and spin-orbit coupling for MnTe-type altermagnets, in which the magnetic anisotropy generates weak net magnetization without invoking exchange between neighboring spins (e.g., Dzyaloshinskii-Moriya interaction). Our work indicates that residual orbital and spin magnetization is an intrinsic thermodynamic property that governs anomalous transport in unconventional antiferromagnets, including altermagnets and noncollinear antiferromagnets."
2606.25991v1,cond-mat.mtrl-sci,Materials Science,Capturing Nuclear Quantum Effects in Hydrogen Diffusion through MoS2 via Machine-Learning-Enhanced Path-Integral Simulations,"Hydrogen transport through layered two-dimensional (2D) materials is central to technologies such as hydrogen storage, fuel cells, and isotope separation. Among these materials, MoS2 exhibits tunable interlayer diffusion properties, whose accurate theoretical description requires accounting for nuclear quantum effects (NQEs), including zero-point motion and tunneling. Here, we present a machine-learning-enhanced atomistic study of hydrogen and deuterium diffusion in layered MoS2 based on interatomic potentials trained on r2SCAN+rVV10 density-functional-theory data. Combining well-tempered metadynamics with path-integral molecular dynamics, we investigate diffusion across multiple MoS2 polytypes and twisted bilayer structures while explicitly incorporating NQEs. Our simulations show that NQEs substantially lower free-energy barriers for hydrogen diffusion at 300 K, significantly increasing the hydrogen self-diffusion coefficient compared to classical nuclei simulations. We further identify a pronounced kinetic isotope effect, with a 35 meV difference between hydrogen and deuterium quantum free-energy barriers. In twisted bilayer MoS2, hydrogen transport exhibits strong spatial variations governed by the local stacking environments within the moiré superlattices. These results highlight the critical role of NQEs in hydrogen transport through layered materials and provide atomistic insight intoisotope-selective diffusion in structurally complex 2D systems."
2606.25946v1,cond-mat.mtrl-sci,Materials Science,High-Performance Nanophononic Resonators in Self-Suspended WSe$_2$ Domes and Drums,"Van der Waals materials are ideally suited for the implementation of high-frequency nanophononic resonators with atomically flat interfaces. Here, we present two versatile van der Waals-based nanophononic architectures: First, we introduce self-supporting nano-domes of WSe$_2$ as a scalable platform for the simultaneous generation of hundreds of high-quality nanoacoustic resonators with resonance frequencies in the 100 GHz range. Second, we engineer self-supporting nano-drums that reach record-high working frequencies for 2D-semiconductor transducers beyond 1 THz. Through optical pump-probe spectroscopy experiments and photoelastic linear chain model calculations, we gain a detailed understanding of the intricate interplay between phononic mode hybridization across heterostructures, the differences between modes close to the center and edge of the acoustic Brillouin zone, and the temporal structure of the photoelastic response. Both architectures have potential applications in low-cost nanoacoustic probing and the ultrafast modulation of quantum emitters in two-dimensional semiconductors. While nano-drums surpass the THz frequency barrier, nano-domes appear as an accessible, low-cost alternative for developing scalable nanophononic technologies."
2606.25930v1,cond-mat.mtrl-sci,Materials Science,Impact of sintering conditions on the dielectric properties of TiO2 ceramics for metamaterialsapplications at terahertz frequencies,"Titanium dioxyde (TiO2) is a promising dielectric material for the realization of metamaterials operating in the terahertz (THz) range. Indeed, these necessitate a high permittivity and low loss material. In this paper, we compare the processes of fabrication and the results of characterisation of bulk TiO2 pellets. From the results of this characterization, we have numerically designed 2D all dielectric metamaterials (ADM) showing that they may exhibit negative or near-zero effective index. Our previous simulations show that the relative permittivity epsilon has to be around 100, while the loss tangent has to be lower than 0.02. We have thus compared conventional sintering (CS) vs spark plasma sintering (SPS), and investigated the effect of post-sintering annealing on the loss to satisfy these two criteria. The samples were characterized by THz Time Domain Spectroscopy (THz-TDS). One of the samples exhibits a loss tangent as low as 0.006, with a permittivity epsilon = 103. These results highlight the importance of the fabrication process on the EM properties of bulk TiO2, and demonstrate that it is a promising material for the development of metamaterial in the THz band."
2606.25911v1,cond-mat.mtrl-sci,Materials Science,Orientation Mapping via Dictionary Indexing of AC-STEM Kikuchi patterns using Open-source Software,"The properties of polycrystalline materials are strongly influenced by the spatial arrangement and orientations of individual grains within the microstructure, making nanoscale characterization of grain orientation essential. This is also often the case for small grains in the nm regime explored using scanning transmission electron microscopy (STEM). Automated crystal orientation mapping (ACOM) is traditionally performed using spot-like diffraction patterns. In contrast, orientation mapping based on transmission Kikuchi diffraction (TKD) using an aberration-corrected (AC) convergent STEM probe remains relatively underexplored, despite its superior orientation sensitivity and higher spatial resolution. In this work, we present an open-source software-based template-matching approach for orientation mapping using AC-STEM TKD. A master pattern (a simulated angular distribution of Kikuchi band intensities on the unit sphere) is first generated through a dynamical simulation implemented in open-source software. This resulting pattern is subsequently imported into another open-source package for geometric simulations and orientation indexing. We demonstrate the capability of the proposed method by applying it to orientation mapping in BaZr0.4Ce0.4Y0.1Yb0.1O3-δ (BZCYYb4411) fuel-cell material and LiNiO2 (LNO) lithium-ion battery cathode material. The best-matched simulated patterns exhibit strong agreement with experimental data, even under the challenging conditions with limited diffraction space available for matching."
2606.25891v1,cond-mat.mtrl-sci,Materials Science,"The interplay of interfaces, supramolecular assembly, and electronics in organic semiconductors","Organic semiconductors, which include a diverse range of carbon-based small molecules and polymers with interesting optoelectronic properties, offer many advantages over conventional inorganic semiconductors such as silicon and are growing in importance in electronic applications. Although these materials are now the basis of a lucrative industry in electronic displays, many promising applications such as photovoltaics remain largely untapped. One major impediment to more rapid development and widespread adoption of organic semiconductor technologies is that device performance is not easily predicted from the chemical structure of the constituent molecules. Fundamentally, this is because organic semiconductor molecules, unlike inorganic materials, interact by weak non-covalent forces, resulting in significant structural disorder that can strongly impact electronic properties. Nevertheless, directional forces between generally anisotropic organic-semiconductor molecules, combined with translational symmetry breaking at interfaces, can be exploited to control supramolecular order and consequent electronic properties in these materials. This review surveys recent advances in understanding of supramolecular assembly at organic-semiconductor interfaces and its impact on device properties in a number of applications, including transistors, light-emitting diodes, and photovoltaics. Recent progress and challenges in computer simulations of supramolecular assembly and orientational anisotropy at these interfaces is also addressed."
2606.25861v1,cond-mat.mtrl-sci,Materials Science,Sensitivity-optimal coplanar waveguide design for broadband magnetic resonance spectroscopy: a Beer--Lambert framework,"Coplanar waveguide (CPW) transmission spectroscopy is used to probe spin dynamics, ferromagnetic resonance, and complex conductivity across a wide range of materials, yet no systematic framework connects waveguide geometry to measurement sensitivity when sample volume and concentration are fixed. We show that the shared geometric scaling of sample coupling and conductor loss maps CPW design onto the Beer--Lambert optimization problem of optical spectrophotometry, reducing it to a universal one-parameter problem whose solution depends only on sample geometry and the dominant noise source -- not on sample properties, operating frequency, or system losses. The framework predicts a near-universal $1\,\mathrm{Np}$ optimum across the full range of sample thicknesses and design geometries. Benchmarking against seven published broadband FMR instruments reveals two fabrication-delimited classes: PCB-milled designs are bounded by a ceiling imposed by their minimum slot width, while photolithographic designs approach the additive-noise optimum. For large-area PCB samples a meander geometry offers a direct path to near-optimal sensitivity without interferometric compensation; for sub-millimeter samples, a single lithographic straight pass suffices."
2606.25853v1,cond-mat.mtrl-sci,Materials Science,A Combined Tight Binding with Machine Learning Potential Model for Magnesium Compounds,"We present a model for magnesium-based systems that combines density functional tight binding (DFTB) with MACE, a machine learning interatomic potential (DFTB+MACE). In this model, the conventional repulsive potential, pair potential, is replaced by a many-body MACE potential. The MACE component of the model is trained on the difference between density functional theory (DFT) energies and forces and the corresponding DFTB values, but neglecting the pair potential contribution. Using this model we performed structural relaxation of MgO-CO2 adsorption systems, molecular dynamics calculations of water clusters and phonon spectrum calculations of stable fcc-MgO and metastable bcc-MgO structures. We compare the performance of our model with a pure MACE model and with DFT. We demonstrate that the DFTB+MACE model achieves improved accuracy relative to DFTB with a pair potential, in many cases with only a moderate increase in computational cost. In addition, it can provide electronic structures that most of the machine learning potentials cannot. The training dataset, originally developed for MACE, may not fully represent all regions of the potential surface we may encounter during simulations. Expanding the dataset for a wider potential surface is expected to further enhance predictive accuracy of DFTB+MACE model. Overall, the resulting DFTB+MACE framework enables simulations at length and time scales beyond the reach of first-principles methods while retaining an explicit description of electronic structures, making it particularly attractive for studying charge-transfer in materials."
2606.25850v1,cond-mat.mtrl-sci,Materials Science,Harnessing electrostatics through temperature modulations to control ferroelectrics,"Temperature modulations provide an alternative method for dynamically controlling the ferroelectric state. In this paper, we use scale-independent Landau potentials and predictive atomistic simulations to explore how temperature modulation can harness the depolarizing field to obtain non-electrical poling. We further predict that temperature gradients can be combined with strain to induce persistent polar textures such as multidomain states."
2606.25843v1,cond-mat.mtrl-sci,Materials Science,Spontaneous spin splitting and tunable valley polarization in a two-dimensional fully compensated ferrimagnet,"Materials with controllable valley polarization and anomalous valley Hall (AVH) effect are highly desired in valleytronic applications. While current AVH studies primarily focus on ferromagnetic materials, two-dimensional (2D) antiferromagnets are more attractive for valleytronics since they possess zero net magnetization, negligible stray fields, and ultrafast spin dynamics. Nevertheless, the joint space-inversion and time-reversal ($PT$) symmetry in conventional collinear antiferromagnets prohibits the occurrence of AVH response. The recently proposed fully compensated ferrimagnets break $PT$ symmetry, and the spin-opposite sublattices are not related by crystal symmetry, providing a natural platform for the coexistence of spontaneous spin splitting, valley polarization, and anomalous-Hall compatible symmetry. Herein, we demonstrate that such compensated ferrimagnetism can be realized in a Janus Mn$_{2}$BrI monolayer, with a Néel temperature above room temperature. Spontaneous spin splitting is observed due to the built-in layer-dependent electrostatic potential. When SOC is considered, valley polarization emerges for an out-of-plane Néel vector. Moreover, proper hole doping stabilizes the perpendicular magnetic anisotropy and the two valleys exhibit markedly different Berry curvatures, thereby making AHE responses allowed. Furthermore, the valence band extrema of Mn$_{2}$BrI monolayer can be effectively tuned by external biaxial strain and giant piezomagnetism can be achieved. Our results identify Janus Mn$_{2}$BrI monolayer as a promising fully compensated ferrimagnetic platform for 2D valleytronics and spintronics."
2606.25767v2,cond-mat.mtrl-sci,Materials Science,Thermoelectric response of a ferroelectric insulator,"Thermoelectric effects enable the conversion between heat and electricity without moving parts. While conventionally associated with mobile charges, we report thermoelectricity caused by bound charges in the form of temperature changes measured by multi-harmonic lock-in thermography of a ferroelectric under an ac electric field. The observed temperature gradient depends on the field-induced displacement current, a Peltier effect in a dielectric material. Its coefficient exceeds 100 V around the ferroelectric-paraelectric phase transition, which is several orders of magnitude greater than reported values in conductors. Our findings uncover previously hidden functionalities of ferroelectric materials for thermal management by directional heat transport in ferroelectrics."
2606.25742v1,cond-mat.mtrl-sci,Materials Science,Barocaloric phase transformation from data efficient fine-tuning of machine learned interatomic potentials,"Solid-state cooling based on the barocaloric (BC) effect has emerged as promising environmentally friendly prospective alternative to conventional vapor-compression refrigeration. The search for suitable BC materials relies on efficient atomistic simulations of their phase behavior. Machine-learned interatomic potentials (MLIPs) enable such simulations at near density functional theory (DFT) accuracy, but generating the required DFT training data remains computationally demanding, which motivates development of strategies that reduce the amount of data needed to train accurate models. In this work, we use a prototypical BC material, ammonium sulfate, as a model system and investigate how small a training set can be while still reproducing the temperature-driven structural phase transformation that underlies its BC response. We train a series of MLIPs based on the MACE architecture using three strategies: training from scratch, and naive- and multihead replay fine-tuning of the MACE-MPA-0 foundation model. These strategies are evaluated on their ability to reproduce the phase transformation of ammonium sulfate in molecular dynamics simulations across a range of training-set sizes. We find that, while the MACE-MPA-0 foundation model itself fails to reproduce the transformation, and models trained from scratch break down for small datasets, fine-tuned models reproduce the transformation using as few as 5 to 10 60-atom DFT configurations. Both fine-tuning protocols yield similarly accurate results for ammonium sulfate, but we also find some indications that multihead replay fine-tuning is more robust on configurations outside the fine-tuning domain. Exploiting this data efficiency, we further show that models can be trained on small datasets and the hybrid-DFT level, and that some form of inclusion of dispersion correction is necessary to describe the phase behavior correctly."
2606.25679v1,cond-mat.mtrl-sci,Materials Science,Rate Programmable Ionic-Redox Switching with Tunable Volatility in CuCrP2S6,"Metal thiophosphates are emerging as a multifunctional material platform for neuromorphic electronics due to their accessible polar phases and ion dynamics on biologically relevant timescales. While resistive switching in these materials is frequently attributed to ferroelectric or antiferroelectric polarization, the intrinsic role of ion dynamics remains underexplored. Here, we isolate and demonstrate purely ion-driven resistive switching in paraelectric CuCrP2S6. Robust and reproducible resistive switching is observed in the absence of measurable ferroelectricity. The conductance can be tuned through both voltage amplitude and sweep rate, revealing a rate dependence characteristic of ion dynamics. The resulting resistance states exhibit controllable volatility, where switching rate determines the decay time constant of the readout current, attributed to ionic relaxation. Using either inert or reactive electrodes, we observe electrical evidence of solid-state redox activity associated with the interfacial reduction of native Cu+ ions, enabling controlled formation of filamentary conduction pathways. Analysis of this process allows extraction of the Cu+ diffusion coefficient, providing quantitative insight into the underlying transport kinetics. The understanding of ionic-redox based resistive switching in CuCrP2S6 is crucial for unleashing its full potential as a material platform for dual- or multi-mode operation."
2606.25617v1,cond-mat.mtrl-sci,Materials Science,Valence-change-driven reduction of antiphase boundaries in spinel ferrite epitaxial films,"Antiphase boundaries (APBs) formed in thin films sometimes cause severe degradation of their physical properties. In particular, a high density of APBs in spinel ferrite films generates a non-negligible magnetic dead layer near the interface. In this study, we examined the effect of post-oxidation annealing in an oxygen plasma atmosphere on Co$_{0.125}$Fe$_{2.875}$O$_4$(001) thin films grown on MgO(001) as a model system. The thickness of the magnetic dead layer was found to be significantly reduced after post-oxidation, resulting in an increase in the saturation magnetization and an improved squareness ratio. Dark-field transmission electron microscopy analysis revealed that the post-oxidation process increased the antiphase domain size, indicating a substantial reduction in APB density. Furthermore, reflection high-energy electron diffraction and x-ray diffraction measurements confirmed that the spinel crystal structure and epitaxial strain were preserved after post-oxidation. These results suggest that post-oxidation proceeds through a topotactic solid-state reaction in which Fe$^{2.5+}$ ions are oxidized to Fe$^{3+}$, accompanied by cation rearrangement across APBs, thereby reducing APB density without degrading crystallinity and leading to improved magnetic properties in spinel ferrite epitaxial films."
2606.25557v1,cond-mat.mtrl-sci,Materials Science,A topology-tuned pressure valve across the isoreticular RHO zeolite family,"The isoreticular index of the eight-member embedded RHO zeolite hierarchy operates as a phenomenological design knob that tunes the mechanical critical pressure of the framework valve from $\sim 0.94$ GPa for parent RHO down to a predicted $\lesssim 0.03$ GPa for the largest member PST-28, more than an order of magnitude lower across a single family of synthesizable nanoporous solids. The molecular-valve effect that defines zeolite RHO (a reversible centric-to-acentric phase transition triggered by water, gas pressure, or mechanical loading) is shown here to be not a peculiarity of the smallest member but a generic property of the whole hierarchy, with a critical pressure that decays exponentially with the isoreticular order $k$. Combining lattice dynamics, full elastic-constant tensors, and finite-temperature free-energy reconstructions within a classical core-shell description of the pure-silica frameworks (independently validated against r$^2$SCAN+rVV10 density-functional theory on $G_1$ and $G_2$), we find that the entire family is well described by an effective mean-field Landau picture in which the framework distortion couples quadratically to the volumetric strain. We emphasise that $p_c$ is a mechanical (hydrostatic) critical pressure of the bare pure-silica framework, used as a proxy for the intrinsic framework softness and for the cation- and dehydration-driven response of the real aluminosilicates; it is not a gas-adsorption pressure. The exponential extrapolation places $p_c(G_6\text{-}G_8) \lesssim 0.1$ GPa (model-dependent band $0.03$-$0.15$ GPa), identifying the higher-order members as the softest, most stimuli-responsive frameworks of the hierarchy; whether this intrinsic softness translates into guest-driven switching at low gas activities will depend on the Al distribution, extra-framework cations and adsorbed molecules, and remains to be tested experimentally."
2606.25502v1,cond-mat.mtrl-sci,Materials Science,A Differentiable DFT-Based Framework for Inverse Materials Design,"Discovering solid-state materials with target properties remains a central challenge in computational materials science. Existing approaches -- high-throughput screening, surrogate optimization, and generative models -- require extensive evaluations or training data and extrapolate poorly to unseen compositions. Here we develop a first-principles inverse-design framework, integrating reverse-mode automatic differentiation (AD) into KKR-CPA -- the Korringa--Kohn--Rostoker method with the coherent potential approximation -- where atomic compositions are continuous variables to be optimized. Reverse-mode AD yields gradients of objective functions with respect to composition at a cost independent of the number of candidate elements, enabling gradient-based optimization to identify materials from compositional spaces spanning dozens of elements. In this framework, any computable quantity can serve as the objective. We demonstrate this generality through two contrasting applications, magnetic alloys and half-metals, yielding candidates such as (Lu$_{0.553}$Yb$_{0.447}$)(Co$_{0.759}$Fe$_{0.241}$)$_2$Fe$_3$ and FeZr(Sb$_{0.94}$Te$_{0.06}$). Our framework offers a physically grounded route from a target property to the material that realizes it."
2606.25470v1,cond-mat.mtrl-sci,Materials Science,Spin-flip optical excitations in van der Waals antiferromagnet CrPS$_4$,"We investigate the near-infrared optical response of the semiconducting van der Waals antiferromagnet CrPS$_4$ and identify previously unreported spin-entangled optical resonances. The strong and anisotropic magnetic-field dependence of these resonances reflects the underlying magnetic order and confirms the biaxial antiferromagnetic nature of CrPS$_4$. From the magnetic field evolution of the optical transition, we extract key magnetic parameters, including the spin-flop ($\approx0.9$~T) and spin-saturation ($\approx8$~T) fields. These results demonstrate a potential pathway for all-optical probing of spin states in van der Waals antiferromagnets, with relevance for spin-sensitive optoelectronic and magneto-optical devices."
2606.25408v1,cond-mat.mtrl-sci,Materials Science,Intrinsic Defect Energetics and Fluorine Doping Effects in Li2CO3 and Li2O2: A First-Principles Study,"Lithium carbonate, Li2CO3, is a thermodynamically stable carbonate phase whose defect energetics are closely related to its stability and decomposition behavior in various lithium-based electrochemical systems. These properties of Li2CO3 are particularly important in lithium-oxygen battery environments. In these systems, Li2CO3 can form as a parasitic discharge product alongside Li2O2, the primary discharge product, leading to performance degradation. However, compared with Li2O2, the intrinsic defect thermodynamics of Li2CO3 and how chemical doping modifies its defect energetics remain insufficiently understood. In this study, first-principles calculations were performed to systematically analyze the intrinsic point-defect energetics of Li2CO3 and to evaluate the effects of fluorine doping on vacancy formation energies in Li2CO3 and Li2O2. Intrinsic defect analysis reveals that defect behavior is predominantly governed by lithium-related defects. Upon fluorine doping, lithium and carbon vacancy formation energies decrease selectively in Li2CO3, partially destabilizing the carbonate framework, while a reduction in lithium vacancy formation energy is also observed in Li2O2. These results suggest that fluorine doping modulates the defect energetics of both discharge products, potentially providing a thermodynamic basis for controlling the stability of Li2CO3 and Li2O2 under thermodynamic conditions representative of lithium-oxygen batteries."
2606.25378v2,cond-mat.mtrl-sci,Materials Science,Wide-field NV magnetometry under simultaneous high-pressure and high-temperature conditions,"We demonstrate wide-field optically detected magnetic resonance (ODMR) under simultaneous high-pressure and high-temperature conditions using nitrogen-vacancy (NV) centers. Although NV-center magnetometry has been widely used for spatially resolved magnetic-field imaging, its application to extreme environments combining pressure and temperature remains challenging. In this work, we show that ODMR can be observed at 5 GPa and 500 K, demonstrating the feasibility of NV spin readout under such combined extreme conditions. We further perform wide-field ODMR of iron at 7 GPa and 500 K, where the stray magnetic field from the sample is spatially visualized through the pressure cell. These results establish NV-center magnetometry as a promising platform for imaging magnetic phenomena in materials under high-pressure and high-temperature environments."
2606.25275v1,cond-mat.mtrl-sci,Materials Science,A convolutional neural network surrogate for hierarchical homogenization: fast elastic moduli prediction of digital rocks,"Digital rock physics (DRP) aims to estimate effective rock properties (e.g., elastic moduli) directly from 3D micro-CT images. However, direct numerical simulations (DNS) on high-resolution large 3D scans are often computationally prohibitive and severely limit the application of DRP. To address this bottleneck, we combine a lightweight 3D convolutional neural network (CNN) with hierarchical homogenization (HHM) and apply it to determine effective elastic moduli. In this scheme, a large rock image is divided into subcubes. The CNN replaces costly DNS by directly predicting subcube elastic moduli, while HHM upscales subcube-level predictions to the full rock. Using a shared convolutional backbone, we systematically compare three training targets: (i) full anisotropic $6\times6$ stiffness tensors, (ii) isotropic bulk and shear moduli $(K, G)$, and (iii) Hashin--Shtrikman (HS)-normalized factors. Across multiple rock types, all three models agree well with DNS results while substantially reducing the computational cost. Moreover, training from scratch on each rock type is fast enough that transfer learning is unnecessary. Across all three targets, the accuracy is comparable. In our comparative study, the HS-normalized factor offers the best overall speed--accuracy trade-off while guaranteeing physical consistency, making it a convenient default. The isotropic $(K, G)$ target is a slightly more accurate alternative."
